100 20
48,44
37,29
35,2
31,20
42,14
12,29
41,49
48,7
42,25
17,48
15,13
26,27
44,4
3,3
7,16
13,38
45,8
7,15
39,4
5,28
10,18
13,23
24,6
11,29
25,14
37,24
40,45
45,29
12,43
32,37
43,6
45,48
36,21
21,25
41,44
36,1
11,25
5,36
2,47
17,38
30,50
47,24
24,5
50,27
33,32
1,41
45,22
2,15
6,27
25,31
45,12
22,40
15,14
32,20
39,33
27,38
45,39
6,41
33,8
46,47
20,41
41,7
9,33
32,4
24,4
4,25
11,24
38,25
21,48
5,39
24,14
39,8
20,4
13,35
21,16
1,44
27,39
50,46
19,39
7,39
28,41
33,27
15,12
14,30
20,36
35,12
37,27
18,48
37,40
12,22
12,48
49,47
16,17
37,19
23,7
30,17
40,4
47,6
20,29
23,5
26,12
29,9
44,18
37,48
20,12
29,38
27,27
7,4
16,41
35,33
48,40
49,7
12,9
49,16
8,3
28,45
18,34
45,5
43,43
32,8
