100 20
40,49
14,16
19,27
44,38
10,7
12,12
27,28
2,30
18,44
1,20
25,48
12,49
36,22
12,41
30,15
41,7
47,43
37,14
34,6
3,49
44,11
29,18
13,36
13,15
8,18
19,24
48,6
39,26
17,23
13,9
43,15
32,8
27,49
47,23
17,13
33,12
14,31
43,35
12,3
19,39
6,34
40,26
44,19
13,21
50,15
12,26
43,3
49,3
24,9
27,46
46,33
49,28
49,26
23,41
48,22
9,33
13,11
27,40
29,16
1,24
13,22
33,37
11,21
22,46
43,26
42,41
46,14
22,6
48,39
12,29
22,7
43,46
25,4
13,24
33,49
8,36
25,3
27,21
8,50
50,25
50,40
32,14
16,32
7,49
35,49
4,26
20,33
32,7
11,46
34,46
44,15
44,36
4,48
43,28
26,11
3,29
31,7
37,22
5,18
35,41
18,25
13,3
31,24
22,16
22,34
23,46
19,43
23,33
11,31
25,6
23,37
46,13
17,11
49,8
1,39
41,3
46,20
44,14
46,27
15,21
