400 20
36,47
14,38
37,15
37,25
45,1
36,46
47,44
1,42
17,14
48,19
31,29
7,38
44,43
6,47
24,40
18,20
28,38
22,18
18,32
12,28
44,35
2,5
14,34
40,24
7,45
9,45
15,39
42,36
31,16
19,44
5,22
11,27
18,18
35,48
26,37
6,5
13,11
36,41
45,26
42,35
7,26
46,28
18,31
15,29
12,45
24,43
38,50
17,9
12,3
14,5
44,38
14,47
40,13
26,35
7,29
6,49
30,9
3,21
9,6
20,34
20,43
22,3
21,40
37,23
39,48
36,28
30,7
15,7
28,24
15,21
46,10
6,28
6,15
24,37
33,3
27,14
43,13
9,27
45,34
32,48
1,9
45,11
41,8
14,36
45,22
36,11
12,23
21,43
17,13
14,41
32,32
22,9
39,9
12,50
36,33
28,6
44,13
19,30
33,44
25,50
32,34
32,22
29,24
44,41
26,14
27,37
42,38
37,40
8,47
44,2
47,41
27,12
9,38
18,29
25,42
28,14
7,11
17,7
8,19
22,19
3,50
17,18
7,48
44,45
46,50
36,38
25,34
33,48
41,40
43,23
9,41
37,49
47,7
21,9
40,27
42,48
35,50
46,6
32,33
18,36
12,43
43,47
26,10
37,48
31,4
44,10
40,38
28,44
48,37
45,33
38,32
29,13
41,19
36,25
30,30
13,30
5,12
26,8
41,15
1,7
2,48
11,43
39,24
5,50
34,41
19,38
31,41
31,43
41,22
6,50
41,49
16,43
13,14
44,37
18,40
34,44
26,24
47,3
6,6
47,32
50,29
31,38
49,29
20,32
4,38
45,7
49,8
21,11
19,22
32,47
47,15
25,27
48,20
43,6
13,4
24,4
16,12
38,13
8,15
28,12
24,21
42,1
1,30
27,26
43,30
33,36
17,48
10,41
37,2
33,21
6,18
27,45
11,21
18,2
30,37
32,28
24,29
4,27
33,23
1,16
25,10
11,45
20,2
48,27
26,3
29,25
20,20
34,2
45,19
19,49
25,40
37,3
35,39
31,34
26,36
27,2
36,14
42,8
28,49
12,30
6,8
3,11
7,35
38,28
43,38
7,13
22,8
19,48
26,39
4,13
44,24
3,15
23,7
32,1
19,18
29,49
5,45
30,41
45,21
50,14
23,11
25,33
4,34
14,20
10,38
4,1
21,13
21,17
16,45
1,12
1,37
22,21
42,14
24,32
19,12
49,20
7,19
4,49
9,14
20,38
40,6
25,43
25,21
50,32
30,22
46,19
21,2
50,38
36,15
22,23
18,1
42,21
12,27
21,33
49,13
13,34
21,44
39,8
4,6
47,24
9,48
24,50
27,16
32,36
7,30
23,10
15,23
26,40
27,25
11,20
42,18
18,47
28,30
22,38
10,33
31,40
4,44
28,32
4,14
11,3
20,15
37,43
35,21
41,9
50,36
50,25
19,19
48,2
37,34
47,43
19,34
21,38
37,5
35,46
38,14
42,26
46,8
23,13
32,21
36,40
21,36
45,48
25,26
4,45
36,17
3,16
24,14
34,48
43,48
31,42
5,43
9,5
26,50
15,42
4,35
41,29
33,17
43,32
22,26
1,50
39,39
5,49
49,35
27,27
6,30
27,6
2,17
5,9
49,46
5,33
3,39
48,49
39,18
42,31
25,7
38,20
20,11
25,6
31,11
42,15
28,40
8,4
35,17
49,38
43,11
3,48
1,36
24,25
16,29
31,18
13,26
30,45
14,16
15,17
42,29
45,5
47,38
43,24
32,50
3,4
4,30
46,15
38,24
28,1
25,29
20,21
31,27
18,38
50,40
5,16
5,47
5,27
44,42
5,1
35,1
12,25
10,25
8,7
16,48
44,49
