200 30
43,2
15,27
8,8
32,36
42,23
29,35
38,14
26,46
19,6
25,19
6,8
44,10
45,47
8,32
36,29
49,46
7,2
30,15
2,37
43,24
34,2
2,12
29,37
25,44
45,21
49,15
23,9
8,29
35,7
9,47
28,30
28,8
37,45
26,42
35,36
17,39
42,35
26,7
35,44
24,26
34,36
15,10
25,38
1,1
18,46
38,21
23,32
40,35
14,45
16,13
27,41
19,12
13,32
4,15
47,11
47,33
1,45
48,26
26,5
40,25
38,6
27,50
13,21
46,44
8,14
17,30
47,16
44,9
45,6
22,27
32,5
41,49
17,22
31,7
32,12
47,24
29,36
3,17
44,28
46,32
22,33
11,23
33,48
10,16
27,36
23,30
32,23
41,22
7,1
21,29
4,40
50,27
23,14
25,30
4,45
8,49
33,8
44,38
12,21
8,44
37,47
6,27
32,16
27,3
48,12
38,39
32,9
24,20
11,42
20,26
29,44
47,6
20,45
7,27
14,34
13,14
12,7
28,27
2,15
11,43
9,13
38,3
44,16
31,35
4,23
37,50
7,18
33,38
47,17
4,1
24,36
4,2
8,46
23,7
49,48
25,4
15,2
9,21
36,15
15,20
24,11
38,23
40,22
34,47
2,38
30,6
48,28
45,31
33,22
11,7
48,6
42,37
26,19
5,39
22,16
40,28
35,41
33,7
23,21
2,28
22,39
34,22
36,32
50,39
41,42
11,46
29,7
24,22
19,24
34,8
37,36
30,18
49,14
34,7
41,25
35,38
47,37
19,7
50,3
42,15
32,14
35,28
23,43
33,12
30,37
5,18
42,42
30,47
37,30
12,48
47,47
23,35
23,22
11,3
50,40
11,11
27,37
12,25
47,32
23,19
9,45
38,17
23,4
33,33
3,43
34,37
20,48
29,33
10,26
46,1
20,38
17,50
12,47
16,48
6,50
5,21
13,2
38,10
14,50
3,46
16,50
12,41
35,9
48,35
6,47
16,37
32,32
6,29
30,36
22,46
