200 10
16,36
41,16
26,25
40,47
45,21
22,20
41,35
26,42
30,41
43,35
28,32
7,27
9,38
26,5
18,33
22,33
49,23
47,33
46,48
42,37
32,35
23,31
11,7
10,15
48,14
26,26
37,7
13,9
47,13
8,19
11,45
14,23
50,4
4,48
30,2
26,7
7,14
23,34
8,18
4,35
19,32
38,48
37,11
18,38
41,44
22,32
37,50
40,34
17,45
16,34
18,31
48,9
1,39
45,40
44,21
17,29
38,36
19,38
47,3
6,15
10,17
42,48
15,5
6,28
15,9
1,41
35,1
18,27
28,12
14,39
43,42
47,5
42,20
25,27
5,49
19,48
43,22
3,31
50,33
37,36
33,8
36,13
12,18
12,49
8,28
14,49
7,19
8,31
3,20
24,25
22,8
49,3
1,31
25,42
16,38
14,45
10,44
8,23
1,50
4,20
18,7
11,33
34,30
18,15
9,35
3,16
31,27
49,36
29,45
32,16
23,26
42,33
43,46
21,50
45,20
38,26
27,11
47,47
17,7
21,13
36,34
19,28
32,50
32,38
38,20
7,6
5,47
46,14
1,5
17,44
43,45
4,16
24,4
34,20
40,9
1,6
23,11
16,37
7,10
9,8
7,22
24,19
41,11
44,43
15,15
9,47
5,40
36,16
47,45
34,45
44,22
31,5
10,20
27,12
22,30
45,29
40,41
20,49
2,31
48,3
9,24
40,33
24,2
34,5
16,49
43,11
46,19
39,1
45,41
32,12
11,29
36,25
29,34
48,4
12,20
11,17
18,34
6,10
37,1
13,18
49,16
31,45
47,16
42,24
10,11
14,50
33,11
18,35
46,50
9,9
24,5
4,34
48,47
6,45
49,29
40,12
6,16
27,41
28,20
25,43
15,43
11,23
20,26
46,41
37,30
10,6
13,43
35,45
25,35
49,9
