100 10
4,31
49,42
44,25
9,3
13,12
21,38
1,6
36,14
26,36
44,28
38,35
34,11
8,12
38,27
33,1
13,41
3,21
20,24
16,12
32,29
2,34
45,17
41,3
7,19
35,35
19,47
48,39
13,47
45,41
31,17
10,35
25,5
13,40
45,6
46,41
8,24
43,30
15,28
45,22
41,33
39,28
7,42
19,50
40,44
19,20
48,42
10,44
31,9
38,9
20,38
49,11
32,16
10,14
17,13
42,30
32,42
11,6
37,16
8,16
45,31
29,49
49,10
10,16
33,17
38,43
3,11
24,22
13,10
19,25
31,26
4,10
12,2
19,9
48,21
41,36
42,35
36,16
1,20
18,42
11,18
18,8
27,12
18,27
44,7
32,45
21,2
38,29
40,45
1,36
36,45
1,12
29,50
19,43
36,8
28,39
9,21
27,16
14,48
23,46
7,5
19,8
49,40
11,10
47,37
10,41
25,28
30,2
35,30
31,19
34,50
