400 20
41,48
41,26
1,12
3,22
14,9
4,33
15,45
32,24
29,8
48,16
50,11
13,30
27,15
28,47
6,45
10,24
41,5
21,45
22,19
45,30
26,29
18,33
16,18
11,17
7,11
2,5
11,34
7,12
11,4
25,10
9,4
32,45
42,5
46,37
24,41
39,26
26,26
7,9
37,22
41,47
15,4
10,22
42,40
20,28
49,7
10,7
32,28
43,36
16,32
33,12
41,46
22,2
29,36
11,23
10,38
1,29
27,26
32,10
9,25
34,3
23,49
34,48
17,35
1,28
12,28
33,47
39,9
28,34
14,47
32,15
41,50
11,28
10,5
18,2
22,23
9,9
32,43
2,20
17,41
25,31
5,41
4,17
38,15
8,5
5,35
19,36
47,10
3,16
35,42
40,23
50,41
18,12
31,32
47,14
30,9
4,47
19,9
20,39
38,20
45,43
14,41
30,10
24,47
10,21
11,9
26,37
18,5
15,41
22,38
17,31
23,10
43,26
38,17
22,12
24,40
49,46
6,1
23,17
50,20
41,28
10,49
25,50
40,26
5,27
15,20
44,28
29,17
5,10
38,43
37,18
11,45
4,8
17,8
34,2
22,9
45,12
42,43
20,35
1,36
1,13
45,45
20,29
5,5
31,23
31,48
20,44
50,29
9,46
40,50
49,33
38,42
6,22
39,27
36,7
42,50
10,47
11,35
20,26
1,3
14,10
29,42
5,19
4,4
50,1
41,42
46,1
34,6
2,6
20,12
35,44
15,9
48,35
11,42
35,18
3,46
22,21
10,6
44,23
9,30
36,12
15,16
12,11
19,22
20,42
30,18
8,33
14,42
19,16
18,25
19,7
33,38
25,24
17,18
13,32
10,41
7,32
28,27
43,50
15,38
41,9
11,20
41,40
6,46
3,27
31,12
4,3
15,31
34,32
6,30
7,14
21,40
4,26
22,18
20,4
46,25
3,45
8,19
4,31
5,47
39,17
25,5
15,34
25,33
4,10
47,5
2,24
30,43
29,44
20,13
50,22
39,4
36,39
10,50
27,29
46,15
30,46
6,36
11,1
8,43
26,9
43,11
26,11
48,49
28,42
38,19
40,47
2,28
44,40
17,12
15,5
42,15
23,34
9,20
50,13
16,7
15,17
46,48
33,37
15,39
1,27
21,22
49,13
40,15
32,34
9,34
22,31
6,28
11,49
43,14
47,15
9,28
12,22
21,21
7,22
40,25
9,44
5,8
5,34
26,20
18,3
22,50
50,7
33,28
43,3
19,26
4,49
8,24
27,14
12,6
30,35
50,19
42,3
27,2
49,23
23,32
44,27
43,25
8,28
7,30
22,33
1,16
12,39
10,42
36,16
50,47
39,48
45,17
47,50
28,26
27,40
21,43
46,4
26,49
43,6
12,25
18,34
8,17
30,23
7,26
43,28
8,44
24,15
39,37
28,9
4,23
49,15
40,33
15,32
39,24
26,16
32,35
34,50
14,20
25,34
44,6
31,22
1,50
48,37
32,3
35,45
8,10
15,13
8,39
11,41
1,11
43,27
43,30
10,25
19,50
28,35
11,36
14,21
11,48
31,21
8,12
33,1
29,27
1,25
15,47
37,40
8,40
18,43
43,34
27,1
14,34
46,14
31,1
31,40
27,25
13,43
48,20
16,40
17,20
36,38
35,29
44,33
36,29
4,28
49,28
25,12
49,34
4,46
17,22
20,8
3,10
33,3
38,14
13,6
16,17
40,14
5,18
33,32
41,27
21,38
40,4
19,39
32,50
12,44
23,6
37,6
22,27
18,36
35,4
50,45
5,39
30,5
32,17
16,34
45,37
1,33
44,48
48,11
3,13
7,8
35,11
47,43
2,1
45,34
49,6
46,43
