300 10
33,12
17,41
45,39
24,29
35,5
38,49
43,17
50,4
50,43
3,18
15,13
18,10
23,45
44,8
6,27
36,38
11,24
28,3
19,43
22,40
28,6
46,9
29,35
50,34
34,2
34,4
48,47
4,32
20,13
29,18
10,23
19,1
42,25
20,32
41,2
29,42
47,23
36,4
33,50
24,40
14,4
18,30
22,20
1,40
32,2
41,21
28,1
5,16
44,34
11,1
10,13
12,26
37,7
12,24
47,46
35,44
10,2
12,33
9,21
28,47
39,27
18,2
19,36
26,21
34,31
17,44
37,11
32,7
29,36
7,23
42,46
6,38
49,24
9,46
11,18
3,32
9,23
42,10
5,2
22,30
50,45
46,26
4,21
4,15
16,13
48,43
31,46
30,30
44,3
10,43
30,12
27,44
25,13
15,17
17,22
1,1
25,12
42,28
12,39
30,21
17,10
48,8
48,36
32,10
38,5
47,26
8,40
13,27
23,13
45,11
6,31
44,10
18,33
48,2
35,50
22,5
27,5
47,14
33,6
16,43
30,43
32,28
28,27
36,26
18,3
37,15
45,15
5,19
35,28
29,6
33,28
46,12
6,16
32,24
31,41
32,42
42,23
49,28
39,46
43,13
23,20
16,9
32,47
26,17
26,5
2,17
19,22
9,44
9,30
13,39
41,46
32,33
1,48
2,42
1,47
7,15
22,19
39,20
2,1
48,16
39,4
47,30
27,35
17,28
33,27
6,23
3,46
47,17
38,2
37,48
6,4
1,11
22,32
11,38
19,20
8,38
26,38
2,31
24,10
39,16
44,4
9,25
9,7
20,20
27,48
40,16
33,43
4,23
32,34
15,32
46,7
33,26
38,22
31,16
31,15
15,38
40,2
6,21
17,4
48,27
49,36
16,26
35,47
1,49
19,32
34,45
26,27
35,15
18,31
38,47
45,22
31,32
20,34
19,28
8,1
34,41
21,37
12,17
44,6
30,18
38,33
15,25
6,42
40,36
26,32
16,4
37,20
15,8
3,41
10,46
18,26
4,3
19,34
19,41
24,48
25,24
38,7
11,48
23,39
5,50
15,35
12,23
34,8
7,2
26,12
48,25
9,47
46,24
9,45
45,44
29,29
26,4
28,28
21,5
16,20
3,34
12,9
20,41
47,6
40,34
32,32
5,43
15,2
40,30
44,43
1,12
18,29
9,15
12,5
1,45
41,38
8,47
17,21
13,25
8,23
33,5
3,31
49,33
3,25
15,26
6,6
7,17
22,12
3,15
8,31
14,24
30,10
14,28
11,45
31,25
45,12
7,37
38,30
1,24
38,45
46,46
9,34
19,3
37,49
9,32
14,49
23,4
36,40
19,47
35,35
21,31
17,31
32,26
21,20
34,40
