100 20
44,23
10,27
42,7
47,47
40,17
27,47
28,36
4,18
11,24
41,36
27,17
20,10
35,38
45,39
10,42
15,25
6,22
36,18
50,11
41,23
27,36
18,17
37,5
39,16
4,36
45,29
19,28
36,35
38,36
43,15
15,2
38,4
9,27
9,11
20,44
34,14
32,40
40,21
13,40
50,26
28,24
35,16
15,22
24,37
21,45
23,18
49,49
5,15
23,40
30,4
33,17
32,30
50,27
42,26
10,31
19,27
47,49
47,10
50,16
24,1
25,30
23,42
9,2
11,17
37,47
38,9
49,43
34,8
21,25
41,21
31,44
16,34
4,7
47,11
34,50
11,50
2,45
24,4
47,13
14,7
13,12
7,36
16,16
20,2
8,29
7,34
23,19
25,19
8,25
15,41
11,36
43,45
14,36
42,23
5,22
9,32
12,3
37,48
20,20
21,6
29,49
48,32
6,3
18,16
22,24
7,30
41,5
3,44
49,47
44,44
8,35
30,10
5,27
29,25
20,11
14,38
7,15
16,44
2,27
40,23
