400 30
2,40
8,13
3,9
17,25
3,11
15,44
15,16
17,39
18,37
26,18
40,30
29,50
26,49
23,32
27,4
6,26
2,1
7,12
27,12
48,38
39,46
14,24
14,19
46,33
48,50
2,21
32,46
43,11
10,3
26,5
30,47
26,12
19,17
17,29
30,30
48,33
48,17
14,47
39,19
31,27
39,4
12,39
40,44
6,47
3,22
3,5
29,5
13,15
7,44
50,12
13,45
12,30
3,8
45,14
29,2
6,27
48,36
12,13
16,1
39,16
38,23
43,33
38,16
35,27
2,46
23,14
1,9
34,30
47,25
1,31
11,13
48,10
33,25
23,37
9,6
32,32
20,25
19,37
45,6
35,42
14,43
4,37
45,30
8,30
49,47
32,8
7,29
47,3
25,45
11,43
27,33
31,42
35,39
48,47
50,41
47,7
1,2
13,9
41,28
44,31
19,39
21,41
31,10
48,24
24,27
28,45
42,33
2,17
22,10
15,41
19,47
19,21
48,9
35,23
7,1
31,16
18,18
50,49
27,10
4,35
8,7
40,41
25,8
36,10
4,21
47,26
41,10
31,7
46,14
39,27
26,3
9,7
22,48
38,43
16,5
47,39
39,28
29,49
11,46
5,49
15,43
37,28
43,2
47,19
40,25
34,19
38,27
6,12
28,10
4,40
45,37
38,6
30,23
27,20
10,27
11,24
8,3
40,12
25,5
19,13
46,2
1,26
49,36
21,36
47,36
30,22
17,14
8,18
7,17
22,39
12,2
28,31
36,27
34,32
39,50
44,7
42,24
17,19
17,20
28,13
45,9
14,28
29,23
38,41
49,43
10,35
9,23
17,30
21,34
43,3
48,11
50,7
40,21
15,13
33,46
41,38
24,26
16,3
41,27
35,4
43,46
38,1
3,19
14,39
49,18
3,41
28,19
45,43
49,20
26,20
7,47
23,3
17,7
45,40
14,2
5,26
17,49
44,3
7,25
36,21
31,23
7,11
27,22
48,14
13,4
18,34
30,12
35,3
4,27
48,27
27,8
38,48
31,9
43,5
19,12
17,42
25,34
38,2
23,38
36,36
41,12
24,42
48,44
47,11
16,13
35,35
47,6
47,44
16,11
36,20
41,23
23,31
6,45
2,33
44,22
45,39
24,11
34,3
44,15
40,18
39,22
26,11
18,14
21,16
5,11
43,26
7,34
25,44
12,36
46,8
23,11
8,6
6,49
38,17
42,20
12,35
9,16
29,39
34,14
50,26
44,33
27,23
2,27
10,28
45,4
38,33
44,9
20,24
3,3
19,23
29,15
9,25
25,18
45,13
17,17
32,23
42,39
11,10
36,42
34,4
11,39
40,11
18,6
15,20
1,48
36,49
33,12
12,41
46,39
22,46
13,37
11,15
46,6
26,37
33,24
39,24
45,31
30,7
14,26
34,10
32,31
33,6
15,46
27,26
20,22
26,26
34,28
11,21
24,20
27,27
20,48
43,34
4,19
27,11
45,16
6,46
48,19
16,20
39,45
4,26
3,23
27,21
1,10
28,3
40,33
12,28
1,21
10,10
20,12
25,20
33,50
21,46
22,14
42,10
41,40
36,28
46,9
15,23
46,23
18,30
33,20
2,20
27,30
49,29
5,14
43,40
38,40
16,2
40,9
23,7
10,23
32,39
39,41
20,45
47,16
36,39
7,5
31,31
3,25
19,50
41,50
23,41
2,28
44,10
6,30
45,38
49,41
25,7
24,37
42,32
3,16
35,32
10,30
10,47
29,16
13,46
33,7
32,44
6,21
15,14
43,31
5,25
18,44
18,10
25,37
2,43
43,18
41,25
24,17
21,29
15,37
39,49
37,5
17,26
32,33
10,15
2,39
44,5
27,42
41,16
31,26
22,6
37,33
40,3
46,25
27,18
5,22
39,33
21,4
43,4
